Kinase,Score,Rank,Method,Perc,Qrt,group,KinaseFamily,subfamily,hgnc_symbol
CDK2,9.638873592838477,46,PTM-SEA,0.3424657534246575,2,CMGC,CDK,CDC2,CDK2
MAPK3,26.887743059792275,29,PTM-SEA,0.6027397260273972,3,CMGC,MAPK,ERK1,MAPK3
MAPK1,56.56214728701037,14,PTM-SEA,0.8082191780821918,4,CMGC,MAPK,ERK1,MAPK1
AKT1,-33.951335503908965,23,PTM-SEA,0.684931506849315,3,AGC,AKT,AKT,AKT1
AKT2,-24.49755724576404,31,PTM-SEA,0.547945205479452,3,AGC,AKT,AKT,AKT2
MAP3K8,14.99076926531555,40,PTM-SEA,0.4246575342465753,2,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
PRKCI,25.975903501612397,30,PTM-SEA,0.5616438356164384,3,AGC,PKC,IOTA,PRKCI
MTOR,0,54,PTM-SEA,0,1,ATYPICAL,PIKK,FRAP,MTOR
MAPK8,69.9498918285518,7,PTM-SEA,0.9178082191780822,4,CMGC,MAPK,JNK,MAPK8
MAPK9,0,54,PTM-SEA,0,1,CMGC,MAPK,JNK,MAPK9
CSNK1A1,0,54,PTM-SEA,0,1,CK1,CK1,CK1-A,CSNK1A1
CSNK1D,0,54,PTM-SEA,0,1,CK1,CK1,CK1-D,CSNK1D
MAPKAPK2,-13.908761084175334,43,PTM-SEA,0.3835616438356164,2,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
GSK3B,-33.06762249055739,25,PTM-SEA,0.6575342465753424,3,CMGC,GSK,GSK,GSK3B
CDK7,-17.13709677419355,39,PTM-SEA,0.4383561643835616,2,CMGC,CDK,CDK7,CDK7
CDK9,69.55645161290322,8,PTM-SEA,0.8904109589041096,4,CMGC,CDK,CDK9,CDK9
RPS6KA3,-21.01737787448007,33,PTM-SEA,0.5205479452054794,3,AGC,RSK,RSK,RPS6KA3
NEK2,0,54,PTM-SEA,0,1,OTHER,NEK,NEK2,NEK2
DAPK1,-42.183490742651294,18,PTM-SEA,0.7534246575342466,4,CAMK,DAPK,DAPK,DAPK1
PRKAA2,-5.057849351368027,49,PTM-SEA,0.3013698630136986,2,CAMK,CAMKL,AMPK,PRKAA2
CSNK2A1,-11.866544655462732,45,PTM-SEA,0.3561643835616438,2,CMGC,CK2,CK2,CSNK2A1
PRKDC,86.68102437656599,3,PTM-SEA,0.9726027397260274,4,ATYPICAL,PIKK,DNAPK,PRKDC
ATM,-14.370700098180222,41,PTM-SEA,0.410958904109589,2,ATYPICAL,PIKK,ATM,ATM
AURKB,-29.164279031101426,28,PTM-SEA,0.6164383561643836,3,OTHER,AUR,AUR,AURKB
CDK3,0,54,PTM-SEA,0,1,CMGC,CDK,CDC2,CDK3
CDK6,69.55645161290322,8,PTM-SEA,0.8904109589041096,4,CMGC,CDK,CDK4,CDK6
CDK5,71.19782741744683,6,PTM-SEA,0.9315068493150684,4,CMGC,CDK,CDK5,CDK5
PRKCE,1.6970196098158659,53,PTM-SEA,0.2328767123287671,1,AGC,PKC,ETA,PRKCE
PRKCQ,83.91501759011095,4,PTM-SEA,0.958904109589041,4,AGC,PKC,DELTA,PRKCQ
PRKCZ,-60.89864703487957,12,PTM-SEA,0.8356164383561644,4,AGC,PKC,IOTA,PRKCZ
PRKCD,-80.36278660587084,5,PTM-SEA,0.9452054794520548,4,AGC,PKC,DELTA,PRKCD
PRKAA1,4.8361800544090485,50,PTM-SEA,0.2876712328767123,2,CAMK,CAMKL,AMPK,PRKAA1
PAK1,32.02474746276722,26,PTM-SEA,0.6438356164383562,3,STE,STE20,PAKA,PAK1
PAK2,-113.91129032258065,1,PTM-SEA,1,4,STE,STE20,PAKA,PAK2
PRKG2,68.51000269875937,9,PTM-SEA,0.8767123287671232,4,AGC,PKG,PKG,PRKG2
ROCK1,0,54,PTM-SEA,0,1,AGC,DMPK,ROCK,ROCK1
ATR,53.582284512785634,15,PTM-SEA,0.7945205479452054,4,ATYPICAL,PIKK,ATR,ATR
CAMK2G,0,54,PTM-SEA,0,1,CAMK,CAMK2,CAMK2,CAMK2G
DYRK1A,-13.447961342508297,44,PTM-SEA,0.3698630136986301,2,CMGC,DYRK,DYRK1,DYRK1A
PRKG1,-35.53816790875297,22,PTM-SEA,0.6986301369863014,3,AGC,PKG,PKG,PRKG1
PRKD1,-18.054588829920302,38,PTM-SEA,0.4520547945205479,2,CAMK,PKD,PKD,PRKD1
RPS6KA2,-7.501150489976471,48,PTM-SEA,0.3150684931506849,2,AGC,RSK,RSK,RPS6KA2
RPS6KA1,-33.84225884532314,24,PTM-SEA,0.6712328767123288,3,AGC,RSK,RSK,RPS6KA1
PKN1,102.31111160170155,2,PTM-SEA,0.9863013698630136,4,AGC,PKN,PKN,PKN1
MAPK14,-41.158224421577565,19,PTM-SEA,0.7397260273972602,3,CMGC,MAPK,P38,MAPK14
PIM3,25.975903501612397,30,PTM-SEA,0.5616438356164384,3,CAMK,PIM,PIM,PIM3
BRSK2,0,54,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK2
BRSK1,0,54,PTM-SEA,0,1,CAMK,CAMKL,BRSK,BRSK1
PASK,0,54,PTM-SEA,0,1,CAMK,CAMKL,PASK,PASK
VRK1,0,54,PTM-SEA,0,1,CK1,VRK,VRK,VRK1
PLK3,0,54,PTM-SEA,0,1,OTHER,PLK,PLK2,PLK3
NEK6,0,54,PTM-SEA,0,1,OTHER,NEK,NEK6,NEK6
PIM2,19.21422082772429,36,PTM-SEA,0.4794520547945205,2,CAMK,PIM,PIM,PIM2
AKT3,-22.762397049280747,32,PTM-SEA,0.5342465753424658,3,AGC,AKT,AKT,AKT3
AAK1,308,277,KEA3,0.07142857142857142,1,OTHER,NAK,BIKE,AAK1
ABL1,49.333333333333336,33,KEA3,0.9028571428571428,4,TK,ABL,ABL,ABL1
ABL2,144.66666666666666,146,KEA3,0.5171428571428571,3,TK,ABL,ABL,ABL2
ACVR1,85.5,74,KEA3,0.7571428571428571,4,TKL,STKR,TYPE1,ACVR1
ACVR1B,177.5,185,KEA3,0.38,2,TKL,STKR,TYPE1,ACVR1B
ACVR2B,214,213,KEA3,0.27714285714285714,2,TKL,STKR,TYPE2,ACVR2B
AKT1,38.333333333333336,18,KEA3,0.9485714285714286,4,AGC,AKT,AKT,AKT1
AKT2,59.333333333333336,41,KEA3,0.8771428571428571,4,AGC,AKT,AKT,AKT2
AKT3,87,77,KEA3,0.7485714285714286,3,AGC,AKT,AKT,AKT3
ALK,71,58,KEA3,0.82,4,TK,ALK,ALK,ALK
ARAF,90,79,KEA3,0.7428571428571429,3,TKL,RAF,RAF,ARAF
ATM,123.33333333333333,117,KEA3,0.62,3,ATYPICAL,PIKK,ATM,ATM
ATR,66.33333333333333,51,KEA3,0.8457142857142858,4,ATYPICAL,PIKK,ATR,ATR
AURKA,28.666666666666668,13,KEA3,0.9628571428571429,4,OTHER,AUR,AUR,AURKA
AURKB,70.66666666666667,57,KEA3,0.8228571428571428,4,OTHER,AUR,AUR,AURKB
AURKC,186.5,192,KEA3,0.3514285714285714,2,OTHER,AUR,AUR,AURKC
AXL,189.5,193,KEA3,0.3485714285714286,2,TK,AXL,AXL,AXL
BLK,262,248,KEA3,0.15428571428571428,1,TK,SRC,SRCB,BLK
BMP2K,329,294,KEA3,0.022857142857142857,1,OTHER,NAK,BIKE,BMP2K
BMPR1A,156.5,161,KEA3,0.46285714285714286,2,TKL,STKR,TYPE1,BMPR1A
BMPR1B,125,120,KEA3,0.6114285714285714,3,TKL,STKR,TYPE1,BMPR1B
BMPR2,205.5,205,KEA3,0.30857142857142855,2,TKL,STKR,TYPE2,BMPR2
BMX,135.33333333333334,135,KEA3,0.5571428571428572,3,TK,TEC,TEC,BMX
BRAF,92,84,KEA3,0.7228571428571429,3,TKL,RAF,RAF,BRAF
BRSK1,145.66666666666666,147,KEA3,0.5142857142857142,3,CAMK,CAMKL,BRSK,BRSK1
BRSK2,312,281,KEA3,0.06,1,CAMK,CAMKL,BRSK,BRSK2
BTK,85,73,KEA3,0.7657142857142857,4,TK,TEC,TEC,BTK
BUB1,181.5,189,KEA3,0.36857142857142855,2,OTHER,BUB,BUB,BUB1
CAMK1,118.66666666666667,112,KEA3,0.6342857142857142,3,CAMK,CAMK1,CAMK1,CAMK1
CAMK1D,256,243,KEA3,0.1742857142857143,1,CAMK,CAMK1,CAMK1,CAMK1D
CAMK2A,66,50,KEA3,0.8514285714285714,4,CAMK,CAMK2,CAMK2,CAMK2A
CAMK2B,133,133,KEA3,0.5628571428571428,3,CAMK,CAMK2,CAMK2,CAMK2B
CAMK2D,95.66666666666667,87,KEA3,0.7114285714285714,3,CAMK,CAMK2,CAMK2,CAMK2D
CAMK2G,6,1,KEA3,1,4,CAMK,CAMK2,CAMK2,CAMK2G
CAMK4,91,81,KEA3,0.7342857142857143,3,CAMK,CAMK1,CAMK1,CAMK4
CAMKK1,133,133,KEA3,0.5628571428571428,3,OTHER,CAMKK,META,CAMKK1
CAMKK2,130,126,KEA3,0.5857142857142857,3,OTHER,CAMKK,META,CAMKK2
CDC42BPA,299,270,KEA3,0.09142857142857143,1,AGC,DMPK,GEK,CDC42BPA
CDC7,190,194,KEA3,0.3457142857142857,2,OTHER,CDC7,CDC7,CDC7
CDK1,46.5,29,KEA3,0.9171428571428571,4,CMGC,CDK,CDC2,CDK1
CDK11A,245,234,KEA3,0.20857142857142857,1,CMGC,CDK,CDK11,CDK11A
CDK11A,245,234,KEA3,0.20857142857142857,1,NA,NA,NA,CDK11A
CDK12,249,237,KEA3,0.19714285714285715,1,CMGC,CDK,CRK7,CDK12
CDK15,289,263,KEA3,0.11142857142857143,1,CMGC,CDK,PFTAIRE,CDK15
CDK16,279,259,KEA3,0.12285714285714286,1,CMGC,CDK,PCTAIRE,CDK16
CDK18,277,258,KEA3,0.12571428571428572,1,CMGC,CDK,PCTAIRE,CDK18
CDK19,119,113,KEA3,0.6314285714285715,3,CMGC,CDK,CDK8,CDK19
CDK2,16.333333333333332,7,KEA3,0.98,4,CMGC,CDK,CDC2,CDK2
CDK20,174,182,KEA3,0.3914285714285714,2,CMGC,CDK,CCRK,CDK20
CDK3,104.33333333333333,98,KEA3,0.6771428571428572,3,CMGC,CDK,CDC2,CDK3
CDK4,48,31,KEA3,0.9114285714285715,4,CMGC,CDK,CDK4,CDK4
CDK5,50.333333333333336,34,KEA3,0.9,4,CMGC,CDK,CDK5,CDK5
CDK6,57.666666666666664,40,KEA3,0.88,4,CMGC,CDK,CDK4,CDK6
CDK7,75.33333333333333,63,KEA3,0.8028571428571428,4,CMGC,CDK,CDK7,CDK7
CDK8,166.5,174,KEA3,0.4142857142857143,2,CMGC,CDK,CDK8,CDK8
CDK9,60,43,KEA3,0.8714285714285714,4,CMGC,CDK,CDK9,CDK9
CDKL3,311,280,KEA3,0.06285714285714286,1,CMGC,CDKL,CDKL,CDKL3
CDKL5,95.5,86,KEA3,0.7142857142857143,3,CMGC,CDKL,CDKL,CDKL5
CHEK1,14,5,KEA3,0.9857142857142858,4,CAMK,CAMKL,CHK1,CHEK1
CHEK2,63.33333333333333,45,KEA3,0.8657142857142858,4,CAMK,RAD53,RAD53,CHEK2
CHUK,57.33333333333333,39,KEA3,0.8828571428571429,4,OTHER,IKK,IKK,CHUK
CLK1,158.5,164,KEA3,0.4514285714285714,2,CMGC,CLK,CLK,CLK1
CLK2,128.5,124,KEA3,0.5971428571428572,3,CMGC,CLK,CLK,CLK2
CLK3,201.5,202,KEA3,0.32,2,CMGC,CLK,CLK,CLK3
CLK4,325,292,KEA3,0.02857142857142857,1,CMGC,CLK,CLK,CLK4
CSF1R,240,230,KEA3,0.22285714285714286,1,TK,PDGFR,PDGFR,CSF1R
CSK,158.66666666666666,165,KEA3,0.44571428571428573,2,TK,CSK,CSK,CSK
CSNK1A1,83.66666666666667,71,KEA3,0.7742857142857142,4,CK1,CK1,CK1-A,CSNK1A1
CSNK1A1L,339,302,KEA3,0,1,CK1,CK1,CK1-A,CSNK1A1L
CSNK1D,68.33333333333333,54,KEA3,0.8342857142857143,4,CK1,CK1,CK1-D,CSNK1D
CSNK1E,138,138,KEA3,0.5428571428571428,3,CK1,CK1,CK1-D,CSNK1E
CSNK1G1,206,206,KEA3,0.3028571428571429,2,CK1,CK1,CK1-G,CSNK1G1
CSNK1G2,233.5,225,KEA3,0.23714285714285716,1,CK1,CK1,CK1-G,CSNK1G2
CSNK1G3,287,261,KEA3,0.11714285714285715,1,CK1,CK1,CK1-G,CSNK1G3
CSNK2A1,62,44,KEA3,0.8685714285714285,4,CMGC,CK2,CK2,CSNK2A1
CSNK2A2,131.66666666666666,130,KEA3,0.5742857142857143,3,CMGC,CK2,CK2,CSNK2A2
DAPK1,66.33333333333333,51,KEA3,0.8457142857142858,4,CAMK,DAPK,DAPK,DAPK1
DAPK3,81,68,KEA3,0.7857142857142857,4,CAMK,DAPK,DAPK,DAPK3
DCLK1,164,171,KEA3,0.4228571428571429,2,CAMK,DCAMKL,DCAMKL,DCLK1
DDR1,85.5,74,KEA3,0.7571428571428571,4,TK,DDR,DDR,DDR1
DDR2,152,154,KEA3,0.49142857142857144,2,TK,DDR,DDR,DDR2
DMPK,114,108,KEA3,0.6457142857142857,3,AGC,DMPK,GEK,DMPK
DYRK1A,70,56,KEA3,0.8285714285714286,4,CMGC,DYRK,DYRK1,DYRK1A
DYRK1B,41.333333333333336,23,KEA3,0.9342857142857143,4,CMGC,DYRK,DYRK1,DYRK1B
DYRK2,74,61,KEA3,0.8085714285714286,4,CMGC,DYRK,DYRK2,DYRK2
DYRK3,195,199,KEA3,0.32857142857142857,2,CMGC,DYRK,DYRK2,DYRK3
DYRK4,100,91,KEA3,0.7,3,CMGC,DYRK,DYRK2,DYRK4
EEF2K,126,122,KEA3,0.6057142857142858,3,ATYPICAL,ALPHA,EEF2K,EEF2K
EGFR,80,67,KEA3,0.7885714285714286,4,TK,EGFR,EGFR,EGFR
EIF2AK1,320,288,KEA3,0.04,1,OTHER,PEK,HRI,EIF2AK1
EIF2AK2,64.33333333333333,47,KEA3,0.86,4,OTHER,PEK,PKR,EIF2AK2
EIF2AK3,337,300,KEA3,0.005714285714285714,1,OTHER,PEK,PEK,EIF2AK3
EPHA2,324,291,KEA3,0.03142857142857143,1,TK,EPH,EPH,EPHA2
EPHA3,157,162,KEA3,0.45714285714285713,2,TK,EPH,EPH,EPHA3
EPHA4,330,295,KEA3,0.02,1,TK,EPH,EPH,EPHA4
EPHA8,336,299,KEA3,0.008571428571428572,1,TK,EPH,EPH,EPHA8
EPHB1,326,293,KEA3,0.025714285714285714,1,TK,EPH,EPH,EPHB1
EPHB2,262,248,KEA3,0.15428571428571428,1,TK,EPH,EPH,EPHB2
EPHB3,165,172,KEA3,0.42,2,TK,EPH,EPH,EPHB3
ERBB2,64.5,48,KEA3,0.8571428571428571,4,TK,EGFR,EGFR,ERBB2
ERBB4,247,236,KEA3,0.20285714285714285,1,TK,EGFR,EGFR,ERBB4
FASTK,249,237,KEA3,0.19714285714285715,1,ATYPICAL,FAST,FAST,FASTK
FER,40,21,KEA3,0.94,4,TK,FER,FER,FER
FES,292,266,KEA3,0.10285714285714286,1,TK,FER,FER,FES
FGFR1,158.66666666666666,165,KEA3,0.44571428571428573,2,TK,FGFR,FGFR,FGFR1
FGFR2,160.5,166,KEA3,0.44285714285714284,2,TK,FGFR,FGFR,FGFR2
FGFR3,161,167,KEA3,0.44,2,TK,FGFR,FGFR,FGFR3
FGFR4,101,93,KEA3,0.6942857142857143,3,TK,FGFR,FGFR,FGFR4
FGR,65,49,KEA3,0.8542857142857143,4,TK,SRC,SRCA,FGR
FLT1,313,282,KEA3,0.05714285714285714,1,TK,VEGFR,VEGFR,FLT1
FLT3,211,211,KEA3,0.28285714285714286,2,TK,PDGFR,PDGFR,FLT3
FLT4,291,265,KEA3,0.10571428571428572,1,TK,VEGFR,VEGFR,FLT4
FRK,208,207,KEA3,0.29714285714285715,2,TK,SRC,FRK,FRK
FYN,75,62,KEA3,0.8057142857142857,4,TK,SRC,SRCA,FYN
GRK1,244,233,KEA3,0.21142857142857144,1,AGC,GRK,GRK,GRK1
GRK2,45.666666666666664,28,KEA3,0.92,4,AGC,GRK,BARK,GRK2
GRK3,154.5,157,KEA3,0.47714285714285715,2,AGC,GRK,BARK,GRK3
GRK5,46.666666666666664,30,KEA3,0.9142857142857143,4,AGC,GRK,GRK,GRK5
GRK6,138.66666666666666,139,KEA3,0.54,3,AGC,GRK,GRK,GRK6
GSK3A,84.66666666666667,72,KEA3,0.7685714285714286,4,CMGC,GSK,GSK,GSK3A
GSK3B,13.666666666666666,4,KEA3,0.9885714285714285,4,CMGC,GSK,GSK,GSK3B
HASPIN,223,216,KEA3,0.26857142857142857,2,OTHER,HASPIN,HASPIN,HASPIN
HCK,137.66666666666666,137,KEA3,0.5485714285714286,3,TK,SRC,SRCB,HCK
HIPK1,101.5,95,KEA3,0.6885714285714286,3,CMGC,DYRK,HIPK,HIPK1
HIPK2,89.66666666666667,78,KEA3,0.7457142857142857,3,CMGC,DYRK,HIPK,HIPK2
HIPK3,304,274,KEA3,0.08,1,CMGC,DYRK,HIPK,HIPK3
HIPK4,95.5,86,KEA3,0.7142857142857143,3,CMGC,DYRK,HIPK,HIPK4
ICK,227,220,KEA3,0.2542857142857143,2,CMGC,RCK,RCK,CILK1
IGF1R,104.33333333333333,98,KEA3,0.6771428571428572,3,TK,INSR,INSR,IGF1R
IKBKB,55,36,KEA3,0.8942857142857142,4,OTHER,IKK,IKK,IKBKB
IKBKE,38.666666666666664,19,KEA3,0.9457142857142857,4,OTHER,IKK,IKK,IKBKE
ILK,124.66666666666667,119,KEA3,0.6142857142857143,3,TKL,MLK,ILK,ILK
INSR,132.33333333333334,132,KEA3,0.5685714285714286,3,TK,INSR,INSR,INSR
IRAK1,151.5,153,KEA3,0.49714285714285716,2,TKL,IRAK,IRAK,IRAK1
IRAK3,259,245,KEA3,0.16857142857142857,1,TKL,IRAK,IRAK,IRAK3
IRAK4,303,273,KEA3,0.08285714285714285,1,TKL,IRAK,IRAK,IRAK4
ITK,163.33333333333334,170,KEA3,0.42857142857142855,2,TK,TEC,TEC,ITK
JAK1,164,171,KEA3,0.4228571428571429,2,TK,JAKA,JAKA,JAK1
JAK2,76.33333333333333,65,KEA3,0.7971428571428572,4,TK,JAKA,JAKA,JAK2
JAK3,168,176,KEA3,0.4085714285714286,2,TK,JAKA,JAKA,JAK3
KDR,309,278,KEA3,0.06857142857142857,1,TK,VEGFR,VEGFR,KDR
KIT,135,134,KEA3,0.56,3,TK,PDGFR,PDGFR,KIT
KSR1,202,203,KEA3,0.3142857142857143,2,TKL,RAF,KSR,KSR1
KSR2,182,190,KEA3,0.3657142857142857,2,TKL,RAF,KSR,KSR2
LATS1,180.33333333333334,186,KEA3,0.37714285714285717,2,AGC,NDR,NDR,LATS1
LATS2,110.5,105,KEA3,0.6571428571428571,3,AGC,NDR,NDR,LATS2
LCK,68.33333333333333,54,KEA3,0.8342857142857143,4,TK,SRC,SRCB,LCK
LIMK1,267,251,KEA3,0.1457142857142857,1,TKL,LISK,LIMK,LIMK1
LIMK2,191.5,197,KEA3,0.3342857142857143,2,TKL,LISK,LIMK,LIMK2
LRRK2,161.5,168,KEA3,0.4342857142857143,2,TKL,LRRK,LRRK,LRRK2
LYN,104.66666666666667,99,KEA3,0.6742857142857143,3,TK,SRC,SRCB,LYN
MAK,288,262,KEA3,0.11428571428571428,1,CMGC,RCK,RCK,MAK
MAP2K1,49.333333333333336,33,KEA3,0.9028571428571428,4,STE,STE7,MEK1,MAP2K1
MAP2K2,158,163,KEA3,0.4542857142857143,2,STE,STE7,MEK1,MAP2K2
MAP2K3,186,191,KEA3,0.36,2,STE,STE7,MEK3,MAP2K3
MAP2K4,140.66666666666666,142,KEA3,0.5285714285714286,3,STE,STE7,MEK4,MAP2K4
MAP2K6,162.33333333333334,169,KEA3,0.43142857142857144,2,STE,STE7,MEK3,MAP2K6
MAP2K7,136.5,136,KEA3,0.5514285714285714,3,STE,STE7,MEK7,MAP2K7
MAP3K1,246,235,KEA3,0.2057142857142857,1,STE,STE11,MEKK1,MAP3K1
MAP3K10,293,267,KEA3,0.1,1,TKL,MLK,MLK,MAP3K10
MAP3K11,198.66666666666666,201,KEA3,0.32285714285714284,2,TKL,MLK,MLK,MAP3K11
MAP3K13,260,246,KEA3,0.16285714285714287,1,TKL,MLK,LZK,MAP3K13
MAP3K14,111.66666666666667,107,KEA3,0.6485714285714286,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K14
MAP3K20,191,196,KEA3,0.34,2,TKL,MLK,ZAK,MAP3K20
MAP3K3,265,249,KEA3,0.15142857142857144,1,STE,STE11,MEKK2,MAP3K3
MAP3K4,255,242,KEA3,0.18285714285714286,1,STE,STE11,MEKK4,MAP3K4
MAP3K5,111.33333333333333,106,KEA3,0.6542857142857142,3,STE,STE11,ASK,MAP3K5
MAP3K6,169,177,KEA3,0.4057142857142857,2,STE,STE11,ASK,MAP3K6
MAP3K7,120.33333333333333,115,KEA3,0.6257142857142857,3,TKL,MLK,TAK1,MAP3K7
MAP3K8,105.5,100,KEA3,0.6714285714285714,3,STE,STE-UNIQUE,STE-UNIQUE,MAP3K8
MAP4K1,290,264,KEA3,0.10857142857142857,1,STE,STE20,KHS,MAP4K1
MAP4K2,172,180,KEA3,0.39714285714285713,2,STE,STE20,KHS,MAP4K2
MAP4K3,306,275,KEA3,0.07714285714285714,1,STE,STE20,KHS,MAP4K3
MAP4K4,317,285,KEA3,0.04857142857142857,1,STE,STE20,MSN,MAP4K4
MAP4K5,128.5,124,KEA3,0.5971428571428572,3,STE,STE20,KHS,MAP4K5
MAPK1,33.666666666666664,15,KEA3,0.9571428571428572,4,CMGC,MAPK,ERK1,MAPK1
MAPK10,130.66666666666666,127,KEA3,0.5828571428571429,3,CMGC,MAPK,JNK,MAPK10
MAPK11,100.33333333333333,92,KEA3,0.6971428571428572,3,CMGC,MAPK,P38,MAPK11
MAPK12,130,126,KEA3,0.5857142857142857,3,CMGC,MAPK,P38,MAPK12
MAPK13,172.33333333333334,181,KEA3,0.3942857142857143,2,CMGC,MAPK,P38,MAPK13
MAPK14,41,22,KEA3,0.9371428571428572,4,CMGC,MAPK,P38,MAPK14
MAPK15,211,211,KEA3,0.28285714285714286,2,CMGC,MAPK,ERK7,MAPK15
MAPK3,43.33333333333333,26,KEA3,0.9257142857142857,4,CMGC,MAPK,ERK1,MAPK3
MAPK6,241,231,KEA3,0.21714285714285714,1,CMGC,MAPK,ERK3,MAPK6
MAPK7,109.66666666666667,104,KEA3,0.66,3,CMGC,MAPK,ERK5,MAPK7
MAPK8,73.66666666666667,60,KEA3,0.8114285714285714,4,CMGC,MAPK,JNK,MAPK8
MAPK9,29.333333333333332,14,KEA3,0.96,4,CMGC,MAPK,JNK,MAPK9
MAPKAPK2,70.66666666666667,57,KEA3,0.8228571428571428,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK2
MAPKAPK3,307,276,KEA3,0.07428571428571429,1,CAMK,MAPKAPK,MAPKAPK,MAPKAPK3
MAPKAPK5,45.333333333333336,27,KEA3,0.9228571428571428,4,CAMK,MAPKAPK,MAPKAPK,MAPKAPK5
MARK2,142.66666666666666,145,KEA3,0.52,3,CAMK,CAMKL,MARK,MARK2
MARK3,107.66666666666667,102,KEA3,0.6657142857142857,3,CAMK,CAMKL,MARK,MARK3
MARK4,335,298,KEA3,0.011428571428571429,1,CAMK,CAMKL,MARK,MARK4
MAST1,231,222,KEA3,0.24571428571428572,1,AGC,MAST,MAST,MAST1
MAST2,319,287,KEA3,0.04285714285714286,1,AGC,MAST,MAST,MAST2
MATK,226,219,KEA3,0.26,2,TK,CSK,CSK,MATK
MELK,256,243,KEA3,0.1742857142857143,1,CAMK,CAMKL,MELK,MELK
MERTK,154,156,KEA3,0.48,2,TK,AXL,AXL,MERTK
MET,131.33333333333334,128,KEA3,0.58,3,TK,MET,MET,MET
MKNK1,146.66666666666666,148,KEA3,0.5114285714285715,3,CAMK,MAPKAPK,MNK,MKNK1
MKNK2,239,229,KEA3,0.2257142857142857,1,CAMK,MAPKAPK,MNK,MKNK2
MOK,232,223,KEA3,0.24285714285714285,1,CMGC,RCK,RCK,MOK
MOS,310,279,KEA3,0.06571428571428571,1,OTHER,MOS,MOS,MOS
MST1R,272,254,KEA3,0.13714285714285715,1,TK,MET,MET,MST1R
MTOR,125.66666666666667,121,KEA3,0.6085714285714285,3,ATYPICAL,PIKK,FRAP,MTOR
MYLK2,208,207,KEA3,0.29714285714285715,2,CAMK,MLCK,MLCK,MYLK2
MYO3A,274,256,KEA3,0.13142857142857142,1,STE,STE20,NINAC,MYO3A
NEK10,301,271,KEA3,0.08857142857142856,1,OTHER,NEK,NEK10,NEK10
NEK11,252,240,KEA3,0.18857142857142858,1,OTHER,NEK,NEK11,NEK11
NEK2,82.66666666666667,70,KEA3,0.7771428571428571,4,OTHER,NEK,NEK2,NEK2
NEK3,191.5,197,KEA3,0.3342857142857143,2,OTHER,NEK,NEK1,NEK3
NEK4,206,206,KEA3,0.3028571428571429,2,OTHER,NEK,NEK4,NEK4
NEK6,55.666666666666664,37,KEA3,0.8914285714285715,4,OTHER,NEK,NEK6,NEK6
NEK8,237.5,227,KEA3,0.23142857142857143,1,OTHER,NEK,NEK8,NEK8
NEK9,142.5,144,KEA3,0.5228571428571429,3,OTHER,NEK,NEK8,NEK9
NIM1K,294,268,KEA3,0.09714285714285714,1,CAMK,CAMKL,NIM1,NIM1K
